categoria_de_la_mutuacion,nombre,dificultad,efecto,costo(PM),probabilidad _de_tocar(peso),restricciones
Exclusivas de Mob,arctic_fortitude_3,dificil,"Cuando su salud baja del 40%, entra en un estado de ""Furia Inquebrantable"", volviéndose inmune al empuje y ganando Resistencia I (20% de reducción de daño) por el resto del combate.",17,12,Restricción de Mob: Oso Polar.
Exclusivas de Mob,axe_mastery_1,debil,Sus ataques son un 15% más rápidos.,7,55,Restricción de Mob: Vindicador.
Exclusivas de Mob,axe_mastery_2,intermedio,"Puede realizar un ""Corte Circular"", un ataque de área que golpea a todos los enemigos en un arco frontal.",14,25,Restricción de Mob: Vindicador. Tiene un cooldown interno de 6 segundos.
Exclusivas de Mob,axe_mastery_3,dificil,"Puede lanzar su hacha en un arco giratorio. El hacha viaja 10 bloques antes de regresar a su mano, infligiendo daño a todo lo que atraviesa, tanto al ir como al volver.",22,8,Restricción de Mob: Vindicador. Tiene un cooldown interno de 8 segundos.
Exclusivas de Mob,bamboo_eater_1,debil,"Si hay bambú cerca, puede detenerse a comerlo, regenerando 2 puntos de vida.",4,70,Restricción de Mob: Panda. Tiene un cooldown interno de 15 segundos.
Exclusivas de Mob,bamboo_eater_2,intermedio,"Al comer bambú, también gana Resistencia I (20% de reducción de daño) durante 5 segundos.",9,38,Restricción de Mob: Panda.
Exclusivas de Mob,bamboo_eater_3,dificil,"Puede arrancar un ""Tallo de Bambú"" y usarlo como un arma improvisada. Sus ataques con el tallo tienen un 25% más de alcance y aplican un empuje adicional. El tallo se rompe después de 5 golpes.",15,18,Restricción de Mob: Panda.
Exclusivas de Mob,bastion_guard_1,debil,Es inmune al fuego y a la lava.,6,60,Restricción de Mob: Piglin Bruto.
Exclusivas de Mob,bastion_guard_2,intermedio,"Al ser golpeado, tiene un 20% de probabilidad de contraatacar con un rápido ""Golpe de Pomo"" que no inflige daño pero aplica un fuerte empuje.",13,28,Restricción de Mob: Piglin Bruto.
Exclusivas de Mob,bastion_guard_3,dificil,"Puede entrar en una ""Postura Defensiva"". Durante 4 segundos, bloquea el 75% del daño frontal con su hacha y es inmune al empuje. No puede atacar en esta postura.",21,9,Restricción de Mob: Piglin Bruto. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,battering_ram_1,debil,La embestida de la cabra ahora inflige 2 puntos de daño adicional.,4,70,Restricción de Mob: Cabra.
Exclusivas de Mob,battering_ram_2,intermedio,La embestida ahora inflige 4 puntos de daño adicional y tiene un 50% más de empuje.,8,40,Restricción de Mob: Cabra.
Exclusivas de Mob,battering_ram_3,dificil,"La embestida ahora es un ""Golpe Conmocionante"". Inflige 6 de daño adicional y aplica Debilidad I y Náuseas I al objetivo durante 4 segundos.",13,20,Restricción de Mob: Cabra.
Exclusivas de Mob,beam_refraction_1,debil,"Si su rayo atraviesa el agua antes de golpear a un objetivo, el daño se incrementa en 1 punto.",6,60,Restricción de Mob: Guardián.
Exclusivas de Mob,beam_refraction_2,intermedio,Su rayo puede rebotar una vez en un bloque de prismarina para golpear a un objetivo desde un ángulo inesperado.,12,30,Restricción de Mob: Guardián.
Exclusivas de Mob,beam_refraction_3,dificil,"Puede ""Dividir Rayo"". Si hay dos objetivos juntos, su rayo se divide para golpear a ambos simultáneamente con un 60% del daño normal.",20,9,Restricción de Mob: Guardián.
Exclusivas de Mob,blizzard_orb_1,debil,Puede cargar un disparo durante 1 segundo para lanzar una bola de nieve más grande que empuja con el doble de fuerza.,6,60,Restricción de Mob: Golem de Nieve.
Exclusivas de Mob,blizzard_orb_2,intermedio,"Su bola de nieve cargada ahora crea una pequeña ventisca de partículas al impactar, aplicando Ceguera por 2 segundos en un radio de 3 bloques.",11,30,Restricción de Mob: Golem de Nieve.
Exclusivas de Mob,blizzard_orb_3,dificil,"Su bola de nieve cargada se convierte en un ""Orbe de Ventisca"" que se mueve lentamente. Al impactar, crea una ventisca localizada (como la de frostfell_3) que dura 5 segundos.",18,14,Restricción de Mob: Golem de Nieve. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,bloodlust_1,debil,"Al matar a un Aldeano o Golem de Hierro, se cura 5 puntos de vida.",4,70,Restricción de Mob: Vindicador.
Exclusivas de Mob,bloodlust_2,intermedio,"Por cada 10% de vida que le falte a su objetivo, el Vindicador inflige un 5% de daño adicional.",11,32,Restricción de Mob: Vindicador.
Exclusivas de Mob,bloodlust_3,dificil,"Al matar a un jugador, suelta un grito de victoria y gana Fuerza I y Regeneración I durante 8 segundos.",18,14,Restricción de Mob: Vindicador.
Exclusivas de Mob,boar_frenzy_1,debil,Se mueve un 15% más rápido cuando su salud está por debajo del 50%.,5,65,Restricción de Mob: Hoglin/Zoglin.
Exclusivas de Mob,boar_frenzy_2,intermedio,"Por cada jugador o Piglin cercano, su velocidad de ataque aumenta en un 5% (máximo 20%).",11,32,Restricción de Mob: Hoglin/Zoglin.
Exclusivas de Mob,boar_frenzy_3,dificil,"Al matar a un objetivo, entra en un estado de ""Frenesí Sangriento"", recuperando un 20% de su vida máxima y ganando Fuerza I durante 6 segundos.",18,14,Restricción de Mob: Hoglin/Zoglin.
Exclusivas de Mob,bog_dweller_1,debil,Es inmune al daño de los arbustos de bayas dulces y de los cactus.,4,70,Restricción de Mob: Bogged.
Exclusivas de Mob,bog_dweller_2,intermedio,"Si está lloviendo, su cadencia de fuego aumenta en un 15%.",9,38,Restricción de Mob: Bogged.
Exclusivas de Mob,bog_dweller_3,dificil,"Puede ""Animar Enredaderas"". Hace que las enredaderas en un radio de 8 bloques se agiten, aplicando un empuje débil a los jugadores que las toquen durante 5 segundos.",14,18,Restricción de Mob: Bogged. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,bone_armor_1,debil,"Al ser golpeado, tiene un 20% de probabilidad de que un hueso se desprenda, negando 1 punto de daño.",4,70,Restricción de Mob: Esqueleto.
Exclusivas de Mob,bone_armor_2,intermedio,"Al morir, su esqueleto explota, lanzando fragmentos de hueso en todas direcciones que infligen 2 de daño en un radio de 4 bloques.",9,38,Restricción de Mob: Esqueleto.
Exclusivas de Mob,bone_armor_3,dificil,"Puede ""Recomponerse"". Una vez por combate, al llegar a 1 de vida, se derrumba en una pila de huesos y se reconstruye durante 3 segundos, recuperando el 40% de su salud. Es vulnerable durante este proceso.",15,18,Restricción de Mob: Esqueleto.
Exclusivas de Mob,bouncing_betty_1,debil,"Al ser golpeado, tiene un 15% de probabilidad de ser lanzado 3 bloques en el aire.",4,70,Restricción de Mob: Creeper.
Exclusivas de Mob,bouncing_betty_2,intermedio,"Puede realizar un ""Salto Mina"". Salta hacia el jugador y, si este se mueve, el Creeper detona en el aire, afectando un área más amplia pero con menos daño a los bloques.",9,38,Restricción de Mob: Creeper.
Exclusivas de Mob,bouncing_menace_1,debil,Rebota más alto después de caer de una altura.,3,75,Restricción de Mob: Slime.
Exclusivas de Mob,bouncing_menace_2,intermedio,"Al ser golpeado por un proyectil, tiene un 25% de probabilidad de que este rebote en una dirección aleatoria.",8,45,Restricción de Mob: Slime.
Exclusivas de Mob,bouncing_menace_3,dificil,"Al morir, todos los slimes resultantes son lanzados violentamente por los aires en direcciones aleatorias, esparciendo la amenaza por el campo de batalla.",13,20,Restricción de Mob: Slime.
Exclusivas de Mob,breaching_assault_1,debil,El delfín puede saltar más alto fuera del agua.,4,70,Restricción de Mob: Delfín.
Exclusivas de Mob,breaching_assault_2,intermedio,"Si el jugador está en un bote, el delfín puede saltar y golpear el bote, infligiendo 15 de daño de durabilidad y casi volcándolo.",8,45,Restricción de Mob: Delfín.
Exclusivas de Mob,breaching_assault_3,dificil,"Puede realizar un ""Salto Depredador"", saltando fuera del agua para golpear a un jugador que esté en tierra (hasta a 4 bloques de la orilla), aplicándole Lentitud II por 3 segundos para intentar arrastrarlo al agua.",14,18,Restricción de Mob: Delfín.
Exclusivas de Mob,brood_mother_1,debil,"Al morir, tiene un 50% de probabilidad de invocar 2 Lepismas.",8,50,Restricción de Mob: Araña de Cueva.
Exclusivas de Mob,brood_mother_2,intermedio,"Al morir, deja un ""Saco de Huevos"" que eclosiona en 4 Lepismas si no se destruye en 6 segundos.",15,22,Restricción de Mob: Araña de Cueva.
Exclusivas de Mob,brood_mother_3,dificil,"Puede ""Poner un Huevo"" durante el combate. El huevo eclosiona en otra Araña de Cueva con la mitad de vida después de 8 segundos.",23,7,Restricción de Mob: Araña de Cueva. Tiene un cooldown de combate (solo una vez).
Exclusivas de Mob,brutal_bite_1,debil,Sus ataques de mordisco infligen 3 puntos de daño adicional.,7,55,Restricción de Mob: Devastador.
Exclusivas de Mob,brutal_bite_2,intermedio,"Sus mordiscos tienen un 20% de probabilidad de ""Agarrar"", aplicando Lentitud IV al objetivo durante 2 segundos.",14,25,Restricción de Mob: Devastador.
Exclusivas de Mob,brutal_bite_3,dificil,"Puede realizar un ""Mordisco Triturador"". Si acierta, inflige un 150% de daño e incapacita el uso del objeto en la mano principal del jugador durante 4 segundos.",22,8,Restricción de Mob: Devastador. Tiene un cooldown interno de 10 segundos.
Exclusivas de Mob,brutal_cleave_1,debil,Sus ataques con el hacha son un 15% más rápidos.,7,55,Restricción de Mob: Piglin Bruto.
Exclusivas de Mob,brutal_cleave_2,intermedio,"Puede realizar un ""Corte Horizontal"" que golpea a todos los enemigos en un arco frontal, infligiendo un 75% de su daño normal.",14,25,Restricción de Mob: Piglin Bruto. Tiene un cooldown interno de 6 segundos.
Exclusivas de Mob,brutal_cleave_3,dificil,"Puede realizar un ""Golpe Ejecutor"". Si su ataque deja a un jugador por debajo del 15% de su vida máxima, el golpe inflige 5 puntos de daño verdadero adicional.",22,8,Restricción de Mob: Piglin Bruto.
Exclusivas de Mob,brutal_legacy_1,debil,"Al morir, tiene una mayor probabilidad de soltar su hacha dorada.",5,65,Restricción de Mob: Piglin Bruto.
Exclusivas de Mob,brutal_legacy_2,intermedio,"Al morir, suelta un último Grito de Guerra que otorga a los Piglins cercanos Regeneración I durante 5 segundos.",12,30,Restricción de Mob: Piglin Bruto.
Exclusivas de Mob,brutal_legacy_3,dificil,"Al morir, su ""espíritu de guardián"" permanece. Durante 15 segundos, los cofres en un radio de 12 bloques no pueden ser abiertos por los jugadores.",18,14,Restricción de Mob: Piglin Bruto. Incompatible con otras mutaciones On-Death.
Exclusivas de Mob,burrower_1,debil,Puede moverse a través de bloques de tierra y grava (destruyéndolos) para alcanzar al jugador.,4,70,Restricción de Mob: Lepisma.
Exclusivas de Mob,burrower_2,intermedio,"Puede ""excavar"" bajo tierra, volviéndose invisible e invulnerable por 2 segundos antes de resurgir junto al jugador para un ataque sorpresa.",10,35,Restricción de Mob: Lepisma. Deja un rastro de partículas de tierra.
Exclusivas de Mob,burrower_3,dificil,"Su ataque al resurgir ahora crea un área de 3x3 de ""Tierra Suelta"" (similar a la arena de almas) que ralentiza al jugador durante 5 segundos.",16,15,Restricción de Mob: Lepisma.
Exclusivas de Mob,caravan_synergy_1,debil,"Por cada otra llama aliada en un radio de 12 bloques, esta llama recarga su escupitajo un 10% más rápido.",5,65,Restricción de Mob: Llama.
Exclusivas de Mob,caravan_synergy_2,intermedio,"Cuando esta llama escupe a un objetivo, hay un 25% de probabilidad de que otra llama aliada cercana también escupa al mismo objetivo.",10,35,Restricción de Mob: Llama.
Exclusivas de Mob,caravan_synergy_3,dificil,"Puede iniciar una ""Descarga de Caravana"". Todas las llamas aliadas en un radio de 15 bloques escupirán simultáneamente al objetivo actual.",16,15,Restricción de Mob: Llama. Tiene un cooldown interno de 15 segundos.
Exclusivas de Mob,cauldron_brew_1,debil,Bebe sus pociones de curación/potenciación un 30% más rápido.,5,65,Restricción de Mob: Bruja.
Exclusivas de Mob,cauldron_brew_2,intermedio,"Al ser golpeada, tiene un 25% de probabilidad de dejar caer una poción rota a sus pies, creando un pequeño charco con un efecto negativo aleatorio.",11,32,Restricción de Mob: Bruja.
Exclusivas de Mob,cauldron_brew_3,dificil,"Al morir, su caldero explota, lanzando 5 pociones con efectos aleatorios (positivos y negativos) en un amplio radio.",18,14,Restricción de Mob: Bruja. Incompatible con otras mutaciones On-Death.
Exclusivas de Mob,caustic_spit_1,debil,El escupitajo de la llama ahora inflige 2 puntos de daño en lugar de 1.,4,70,Restricción de Mob: Llama.
Exclusivas de Mob,caustic_spit_2,intermedio,Su escupitajo ahora inflige 2 de daño y aplica Debilidad I durante 4 segundos.,8,40,Restricción de Mob: Llama.
Exclusivas de Mob,caustic_spit_3,dificil,"Su escupitajo se convierte en un ""Proyectil de Bilis"" que inflige 3 de daño y deja un charco de 2x2 en el suelo que aplica Veneno I a los jugadores que lo pisen. Dura 6 segundos.",13,20,Restricción de Mob: Llama.
Exclusivas de Mob,chain_reaction_1,debil,"Si su explosión daña a otro Creeper, ese Creeper se encenderá instantáneamente.",7,55,Restricción de Mob: Creeper.
Exclusivas de Mob,chain_reaction_2,intermedio,"Al morir por cualquier causa que no sea su propia explosión, suelta una pequeña carga que detona después de 2 segundos con el 30% de la potencia de una explosión normal.",12,25,Restricción de Mob: Creeper.
Exclusivas de Mob,charred_bones_1,debil,Es inmune al fuego y a la lava.,4,70,Restricción de Mob: Esqueleto Wither.
Exclusivas de Mob,charred_bones_2,intermedio,Su cuerpo carbonizado le otorga 8 puntos de armadura natural.,10,35,Restricción de Mob: Esqueleto Wither.
Exclusivas de Mob,charred_bones_3,dificil,"Al morir, su esqueleto explota en una ""Nova de Ceniza y Almas"", infligiendo 4 de daño, aplicando Wither I (5s) y Ceguera (3s) en un radio de 5 bloques.",18,14,Restricción de Mob: Esqueleto Wither. Incompatible con otras mutaciones On-Death.
Exclusivas de Mob,cinder_storm_1,debil,"Sus bolas de fuego tienen un 15% de probabilidad de ser ""Bolas de Ceniza"", que aplican Ceguera por 2 segundos.",7,55,Restricción de Mob: Blaze.
Exclusivas de Mob,cinder_storm_2,intermedio,"Puede crear una ""Tormenta de Cenizas"" en un área de 8x8. La tormenta reduce la visión y aplica Lentitud I a los jugadores dentro de ella. Dura 8 segundos.",13,28,Restricción de Mob: Blaze. Tiene un cooldown interno de 15 segundos.
Exclusivas de Mob,cinder_storm_3,dificil,"Puede invocar 3 ""Tornados de Fuego"" pequeños que se mueven erráticamente, infligiendo 2 de daño de fuego y lanzando por los aires a los jugadores que tocan.",21,7,Restricción de Mob: Blaze. Tienen una duración de 6 segundos.
Exclusivas de Mob,colossal_impact_1,debil,"Sus ataques cuerpo a cuerpo (cabeza, alas) tienen un 50% más de empuje.",7,55,Restricción de Mob: Dragón del End.
Exclusivas de Mob,colossal_impact_2,intermedio,"Sus ataques de ala ahora destruyen cualquier bloque que no sea Piedra del End u Obsidiana, aniquilando las torres de los jugadores.",14,25,Restricción de Mob: Dragón del End.
Exclusivas de Mob,colossal_impact_3,dificil,"Mientras está perchado, puede realizar un ""Barrido de Cola"", un ataque de 180 grados que inflige daño masivo y lanza a los jugadores a una distancia extrema.",22,8,Restricción de Mob: Dragón del End.
Exclusivas de Mob,colossal_toss_1,debil,Su ataque que lanza a los enemigos por los aires ahora los lanza un 50% más alto.,6,60,Restricción de Mob: Golem de Hierro.
Exclusivas de Mob,colossal_toss_2,intermedio,"Puede ""Agarrar y Lanzar"". Atrapa a un jugador, lo mantiene en el aire por 2 segundos y luego lo arroja violentamente contra una pared o contra otro jugador.",13,28,Restricción de Mob: Golem de Hierro.
Exclusivas de Mob,colossal_toss_3,dificil,"Puede realizar un ""Lanzamiento Meteórico"". Lanza a un jugador tan alto que, al caer, este crea una onda de choque que inflige daño a sus propios aliados en un radio de 4 bloques.",21,9,Restricción de Mob: Golem de Hierro.
Exclusivas de Mob,commander_of_the_horde_1,debil,Los Piglins normales en un radio de 12 bloques no huirán de los Zoglins si un Bruto está cerca.,4,70,Restricción de Mob: Piglin Bruto.
Exclusivas de Mob,commander_of_the_horde_2,intermedio,"Puede emitir un ""Grito de Guerra"" que otorga a todos los Piglins cercanos (normales y brutos) Fuerza I durante 6 segundos.",13,28,Restricción de Mob: Piglin Bruto. Tiene un cooldown interno de 15 segundos.
Exclusivas de Mob,commander_of_the_horde_3,dificil,"Puede ""Marcar un Objetivo"". El Bruto señala a un jugador, y todos los Piglins con ballesta en un radio de 20 bloques concentrarán su fuego en ese objetivo durante 8 segundos.",19,10,Restricción de Mob: Piglin Bruto.
